student_id,name,age,gender,socioeconomic_status,prior_gpa,cohort_id,attendance,assignment_scores,n_assignments,internal_exam_score,study_hours_per_week,extracurricular_count,at_risk,risk_score,split
61,Peyton Tremaine,24,M,high,2.11,4,87.6,64.3|66.1|76.4|69.3|80.1|70.1|56.6|71.2|48.6|67.4,10,59.1,14.6,3,0,0.2302,train
885,Hayden Abernathy,28,M,high,1.91,2,61.2,55.2|53.8|60.4|47.7|46.9|74.9,6,55.0,15.6,0,1,0.5205,train
596,Winifred Sterling,26,M,medium,2.19,1,84.7,64.8|64.2|43.1|61.8|51.1|59.1|49.6|59.4|60.0|67.6|41.9,11,38.3,18.2,2,0,0.2225,train
768,Maeve Northwood,28,NB,low,2.03,5,30.8,52.3|52.7|18.4|66.5|51.0|54.5|31.9,7,43.7,12.5,0,1,0.7927,train
650,Hugh Caldwell,26,M,high,2.43,7,56.6,28.8|61.2|32.4|56.1|57.6|67.3|80.8|33.6|53.3|49.9|60.5|57.3|48.7,13,39.8,3.9,1,1,0.5241,train
651,Yseult Garrison,26,F,low,2.28,8,49.0,56.3|37.9|32.7|26.3|47.9|26.9|70.2|22.9|46.6|66.0|51.5,11,36.1,0.0,0,1,0.8122,train
866,Quinn Xenakis,25,NB,high,2.64,2,75.0,43.1|66.5|43.5|70.3|32.9|37.1|77.2|56.7|50.1|83.9|69.8|78.0|62.4|100.0|55.8,15,84.8,15.1,2,0,0.2531,train
669,Quentin Sterling,19,NB,low,3.7,5,92.8,71.8|77.1|52.1|73.0|62.1|85.4|100.0|82.5|45.1|69.6,10,71.8,20.5,0,0,0.0,train
299,Elodie Caldwell,28,NB,low,1.25,1,53.1,68.3|47.8|40.2|66.8|47.9|45.2|55.1,7,56.7,24.3,1,1,0.5532,train
690,Clara Sterling,21,F,medium,2.36,2,58.6,33.6|61.2|39.8|44.7|38.7|49.7|56.1|60.7|47.5|72.6|53.4|44.7,12,52.6,23.5,2,0,0.4611,train
315,Winifred Farnsworth,25,M,high,1.88,7,62.4,40.0|40.1|36.5|61.1|37.3|57.6|42.2|18.3|39.4|30.3|48.5|30.1,12,53.5,7.3,0,1,0.6764,train
311,Sebastian Eastwick,26,F,high,2.1,4,52.2,59.1|62.5|64.9|64.1|49.3|60.3|40.7|83.6,8,52.1,11.7,0,0,0.2956,train
362,Esme Garrison,22,M,medium,1.05,3,56.5,57.9|60.0|63.9|78.7|40.3|47.3|39.4|45.7|68.7|25.5|32.8,11,57.7,12.9,1,1,0.7332,train
480,Olive Montgomery,23,M,low,1.95,7,17.5,39.3|36.7|57.8|37.7|46.6|72.9|64.7|63.3|42.3|57.9|46.3|46.9|55.9|40.8|72.2,15,39.3,12.4,1,1,0.6299,train
111,Elodie Lockwood,28,M,medium,2.54,2,80.8,70.6|89.6|88.8|56.3|75.8|64.4|56.1,7,66.7,18.1,1,0,0.0,train
990,Drew Holloway,22,M,low,2.78,5,60.5,68.3|67.9|40.0|58.9|64.7|54.2|65.5|72.8|60.3|64.1|81.5|67.8|63.7|46.4|70.8,15,58.9,21.3,0,0,0.3567,train
487,Oberon Abernathy,24,F,high,2.75,7,76.6,57.9|66.6|84.4|69.2|55.6|53.6|60.7,7,62.6,23.8,3,0,0.1884,train
364,Quentin Crawford,19,M,medium,1.91,8,73.5,70.0|49.5|65.6|34.4|59.8|63.8|82.6|45.4|37.8|43.6|36.9|77.0|80.2,13,54.5,19.2,2,0,0.4504,train
255,Oberon Blackwood,26,M,low,2.63,4,82.8,57.3|100.0|66.5|87.5|78.1|60.2|74.9,7,81.8,18.9,1,0,0.0,train
260,Ezra Whitmore,19,NB,low,2.99,5,43.9,52.7|29.0|49.8|49.5|62.7|53.9|62.6,7,56.1,23.1,0,1,0.5437,train
803,Reese Overton,27,NB,medium,2.01,8,66.5,65.0|85.2|40.4|67.3|82.3|71.4|72.5|68.9|79.5|43.7|39.2,11,53.1,0.3,3,0,0.374,train
678,Magnus Zimmerman,28,F,high,2.29,1,50.8,44.9|36.0|29.2|48.9|25.9|28.6|60.8|72.0|49.4|60.1|39.8|23.4|52.7,13,43.1,6.2,0,1,0.7881,train
495,Morgan Pemberton,24,M,medium,2.14,8,60.2,20.9|54.5|41.7|48.3|61.7|27.9|30.6|16.7,8,28.9,14.8,0,1,0.7308,train
671,Leo Ellington,25,NB,medium,2.49,1,59.8,46.0|46.3|83.8|62.8|34.7|50.0|43.5|46.5|30.1|42.4|75.7|57.2,12,2.9,15.4,0,1,0.6615,train
378,Esme Vandermeer,26,NB,high,2.44,7,74.9,73.7|66.6|53.7|70.3|57.8|42.9|53.1|60.4|72.8|56.4|41.0|60.0|60.9,13,55.0,18.4,0,0,0.3958,train
527,Isla Northwood,19,F,medium,3.19,6,75.3,54.7|77.2|72.4|76.3|74.8|100.0|55.0|45.2|80.0,9,64.4,21.9,2,0,0.0,train
846,Magnus Abernathy,24,M,high,2.1,4,63.6,77.5|51.5|58.6|67.0|64.4|46.9|57.5|64.3|39.2|75.0|77.5|45.2|59.0,13,58.3,8.2,0,0,0.4731,train
138,Clara Upton,22,F,high,2.54,7,73.7,87.9|79.0|77.3|57.4|50.9|78.6|77.4|86.3|55.2|60.8|39.6|58.3|79.2|57.2|73.8,15,55.0,17.1,0,0,0.2695,train
356,Sawyer Merritt,27,M,high,3.53,7,81.3,83.8|89.4|76.1|62.1|85.7|71.0,6,75.8,5.3,2,0,0.0994,train
366,Yseult Jenkins,18,F,medium,2.33,7,74.8,48.0|70.3|51.6|81.0|100.0|52.1,6,66.8,11.1,1,0,0.2497,train
943,Hugh Yardley,26,NB,medium,3.03,5,57.5,45.4|59.2|61.5|61.1|51.8,5,17.6,5.3,0,1,0.5126,train
750,Atlas Sterling,20,M,medium,2.16,6,72.9,72.2|94.1|80.6|75.3|74.7|64.3|66.8|81.4|54.2|83.9|69.2|87.4|89.4|49.9,14,61.3,14.9,1,0,0.0,train
949,Atlas Jenkins,28,M,medium,2.45,4,72.7,75.1|66.5|55.8|69.8|74.4|67.2,6,42.2,12.8,0,0,0.3386,train
830,Riley Upton,18,F,medium,3.36,2,70.5,45.1|46.7|69.0|57.9|62.4,5,81.6,10.8,2,0,0.2796,train
657,Wren Vance,26,NB,medium,2.72,3,82.5,62.6|45.4|53.2|87.4|74.5|70.5|66.2|50.9|57.9|59.7,10,62.3,22.7,3,0,0.3535,train
200,Finley Redford,26,NB,low,2.27,4,63.9,66.7|70.6|66.5|54.7|66.4|76.5|71.8|75.2|62.4|90.0,10,49.5,21.8,2,0,0.0643,train
214,Clara Iverson,27,NB,low,1.53,5,49.5,57.5|53.3|45.8|47.3|64.9|46.7|53.2|87.0|33.1|26.7|66.2|44.3|49.7,13,35.2,9.2,1,1,0.5128,train
409,Ingrid Eastwick,24,F,low,2.02,5,77.9,57.6|26.5|38.8|56.1|42.4|53.6|60.3|81.7|55.4|75.9|81.2|81.3|64.1|30.3|66.7,15,68.6,12.7,3,0,0.3801,train
333,Ivan Zimmerman,24,M,medium,2.42,4,57.3,60.4|38.1|52.9|38.7|70.7|71.0|34.3|80.3|97.7|60.9,10,43.8,30.3,0,0,0.369,train
209,Sebastian Jenkins,28,M,low,2.47,4,73.4,46.9|20.0|49.7|69.6|63.9|62.3|51.6|36.7|63.6|43.3|88.6|64.4,12,39.7,7.7,1,1,0.4788,train
614,Ulric Underhill,18,F,low,2.73,4,78.4,60.2|80.8|93.1|79.3|73.8|57.5|80.0,7,99.3,16.5,3,0,0.0686,train
79,Freya Drummond,24,NB,high,2.37,4,80.6,74.0|74.6|78.6|61.4|63.0|50.8|55.3|69.3|78.1|58.0|53.3|60.1,12,62.2,4.6,1,0,0.3729,train
30,Celeste Farnsworth,19,M,high,2.81,7,92.8,54.3|77.8|64.8|67.9|86.8|71.5|72.0|80.0|58.4|51.3,10,41.9,3.2,3,0,0.2771,train
536,Rowan Iverson,28,F,high,2.03,5,82.8,49.3|28.1|67.4|44.0|75.4|54.8|69.6|81.5|42.4|52.0|59.4,11,76.8,9.5,0,0,0.3618,train
696,Freya Eastwick,21,F,medium,2.61,5,78.9,86.5|67.1|61.2|34.4|64.5|65.2|73.7|53.5|57.6,9,35.6,1.3,3,0,0.2726,train
558,Jordan Iverson,28,F,medium,2.78,2,74.5,87.3|79.9|45.9|47.5|74.0|64.4,6,52.3,21.7,0,0,0.2419,train
837,Jamie Abernathy,18,M,low,2.41,8,50.1,52.7|47.8|55.8|21.8|32.1|69.3|8.6|43.4|63.1|44.1|39.4|47.4|40.2|46.0|35.2,15,53.4,15.3,0,1,0.7376,train
597,Kieran Whitmore,20,M,high,2.18,5,81.6,67.1|72.8|84.9|59.1|55.1,5,70.4,18.0,2,0,0.2825,train
166,Iris Norwood,23,M,low,2.61,4,76.3,36.7|36.4|54.6|64.4|83.8|67.5,6,46.0,5.7,2,0,0.4532,train
919,Clara Prescott,28,F,medium,2.63,4,87.7,67.7|82.5|51.8|62.4|87.7|55.3|63.2|69.3|50.6|59.3|67.2,11,60.0,23.4,2,0,0.2384,train
496,Jasper Bellingham,20,NB,medium,2.21,2,47.4,48.3|33.3|38.7|61.4|38.0|72.3|54.5|56.9|51.4|67.2|67.4|60.6,12,56.7,10.0,0,1,0.4847,train
825,Celeste Fairchild,19,F,high,2.64,6,67.8,51.2|57.2|53.9|75.3|49.4,5,79.3,20.2,2,0,0.2386,train
66,Maeve Ingersoll,21,NB,medium,1.84,3,66.5,55.9|43.0|57.9|42.4|65.0|53.0|45.8|54.2|23.9|30.5|29.5|49.6|73.4|80.9|57.0,15,46.5,0.0,0,1,0.6891,train
142,Sebastian Crawford,22,F,medium,2.62,7,58.5,52.3|23.1|33.5|46.1|49.3|31.0|84.1,7,62.3,11.4,0,1,0.6768,train
926,Xander Davenport,23,F,low,3.31,6,76.0,30.7|67.2|62.0|80.2|100.0|85.4|100.0,7,78.5,16.2,0,0,0.0,train
828,Magnus Yarborough,18,F,high,2.45,3,59.1,66.3|66.1|49.4|44.5|64.9|62.7|60.0|65.0,8,43.6,13.4,2,0,0.2193,train
656,Iris Crawford,24,NB,medium,1.87,5,65.3,34.4|54.5|60.9|47.6|53.6|39.3|61.6|76.2|44.0|51.1|67.9|78.6|38.0|57.9|64.7,15,52.1,0.0,3,0,0.3648,train
332,Sebastian Iverson,20,F,low,1.94,7,72.6,93.5|91.7|84.1|67.3|71.2|68.0|86.9|56.8|57.9|85.1|69.3,11,85.0,13.7,4,0,0.1257,train
665,Alaric Yardley,21,NB,low,2.66,3,77.4,64.1|32.8|91.7|84.4|74.8|96.7,6,47.6,28.2,2,0,0.1718,train
250,Milo Hartwell,28,F,low,2.5,2,65.9,43.5|49.6|73.1|64.4|88.1,5,67.4,18.7,2,0,0.4512,train
908,Ulric Iverson,28,F,medium,2.38,2,51.2,66.5|64.0|75.6|67.2|69.9|43.5|65.6|83.1|43.2|80.5|45.3|40.8|58.0|64.3|67.2,15,31.4,12.9,2,1,0.5366,train
709,Stellan Abernathy,26,F,medium,3.26,4,81.6,79.0|52.3|64.7|64.8|69.4|61.1|67.0,7,47.3,23.3,5,0,0.0,train
306,Nova Eastwick,25,F,low,2.13,1,75.1,83.4|66.7|37.4|46.1|79.7|57.3|61.0|71.2|70.3,9,57.1,11.9,3,0,0.3793,train
735,Elodie Caldwell,19,NB,high,0.72,2,54.7,43.8|34.8|42.4|42.1|50.0,5,22.2,11.0,0,1,0.6073,train
976,Quentin Yarborough,27,F,medium,1.8,8,70.9,26.2|100.0|78.2|61.1|81.8|77.8,6,79.3,27.3,2,0,0.0,train
50,Hugh Norwood,18,M,low,3.81,3,81.8,93.3|97.8|90.0|68.5|81.1|74.6|61.4|79.9|57.3|92.8|68.0|78.0|79.2,13,66.1,23.5,0,0,0.0,train
897,Reese Farnsworth,28,NB,low,2.99,6,60.7,74.3|47.6|57.2|16.4|68.7|53.0|79.3|68.5|79.5|46.4|78.2|94.3|74.1,13,68.0,15.5,2,0,0.3082,train
3,Ulric Crawford,19,M,low,2.1,1,42.7,60.5|64.2|47.3|78.1|36.1|32.6|57.9|70.2|79.8|47.6|70.7|53.9|51.9,13,60.2,14.7,0,1,0.5119,train
545,Luna Yarborough,23,M,low,3.01,7,75.1,41.2|81.5|77.6|65.7|50.7,5,79.4,18.4,1,0,0.0,train
351,Casey Fairchild,21,NB,low,2.58,5,73.7,34.3|74.1|58.5|74.3|56.8|20.1|55.6|73.8|44.5|52.1|55.2|14.4|83.0|44.4|65.5,15,49.5,19.8,0,0,0.4277,train
905,Quinn Vance,27,M,low,3.05,3,60.4,59.4|28.4|39.3|68.2|64.8,5,78.4,20.9,1,0,0.3978,train
537,Milo Fairchild,21,F,medium,2.5,8,83.0,60.9|71.9|46.3|100.0|49.4|64.8|69.1,7,92.6,9.6,2,0,0.1349,train
345,Atlas Ellington,19,NB,low,2.23,1,49.0,76.0|53.5|68.4|47.0|61.7|66.2|69.7|49.0|83.7|56.8|40.6,11,57.9,16.0,1,0,0.2322,train
995,Milo Eastwick,19,M,high,3.5,8,71.8,65.6|42.6|100.0|68.8|86.6|52.4|86.0|98.9|70.1|55.9,10,63.4,4.8,4,0,0.0996,train
482,Xander Caldwell,22,M,low,2.81,1,72.2,57.4|75.5|50.6|66.8|75.6|90.0|80.6|59.8|88.2|66.1|52.0|68.0|92.1|73.0,14,65.2,27.8,3,0,0.1111,train
576,Felix Lockwood,19,NB,low,3.44,1,85.5,85.4|68.5|91.1|79.4|64.8|74.8|71.4|82.3|57.3|74.6,10,75.9,20.2,2,0,0.0,train
34,Nadia Gillingham,26,M,low,2.45,4,74.9,80.4|96.6|77.5|53.6|78.2|89.5|62.4,7,64.1,18.5,3,0,0.0856,train
32,Milo Thornwood,21,M,low,1.92,8,41.9,66.6|49.8|53.5|52.4|60.1|45.2|23.0,7,39.4,1.5,0,1,0.8131,train
232,Fiona Ashford,28,NB,high,2.25,4,64.2,66.2|63.2|28.9|42.0|72.8|56.9|51.0,7,31.4,6.2,1,0,0.4041,train
964,Olive Overton,28,NB,low,2.36,7,51.8,54.0|76.8|39.3|24.6|60.7|52.3|43.3|63.7,8,58.9,0.0,1,1,0.5273,train
193,Gareth Montgomery,22,F,medium,2.54,2,43.5,74.0|56.5|100.0|93.5|56.1,5,50.2,18.7,1,0,0.4035,train
334,Ingrid Upton,19,NB,high,2.07,4,76.2,70.5|87.9|73.2|60.3|53.5,5,56.7,10.7,2,0,0.1807,train
4,Fiona Xenakis,21,F,high,1.12,5,63.2,66.5|36.4|51.7|53.2|49.7,5,28.9,2.8,0,1,0.7308,train
205,Hugh Underhill,19,F,medium,2.91,8,86.2,87.5|85.2|83.5|62.8|46.2,5,63.9,25.9,0,0,0.0056,train
515,Peyton Vance,25,NB,medium,2.5,1,76.5,51.2|73.3|55.3|64.6|79.9|78.6|66.4|40.2|100.0|93.0|77.6|55.5|65.1,13,52.6,23.9,1,0,0.2058,train
800,Ivan Underhill,20,NB,low,1.99,7,68.2,71.3|50.8|63.3|54.5|71.3|64.2|61.6|84.1|70.6,9,43.6,13.1,2,0,0.3574,train
307,Nova Davenport,22,F,medium,1.84,1,60.1,56.5|44.4|64.5|46.3|35.4|36.8|33.5|44.1|66.7,9,27.8,9.1,1,1,0.6694,train
110,Drew Pemberton,22,NB,medium,2.67,5,69.3,28.5|58.3|49.0|64.4|100.0|67.3|57.0|75.6|69.0|68.0|70.8|92.6|44.8|68.8,14,41.2,17.4,0,0,0.3314,train
431,Maeve Radcliffe,22,M,low,3.36,1,89.6,68.2|78.9|72.3|60.0|92.2|73.7|100.0|48.5|64.5|73.3|89.9,11,73.6,20.9,4,0,0.0542,train
78,Isla Abernathy,18,NB,medium,2.72,8,73.2,76.8|61.9|69.8|62.4|68.0,5,48.9,0.4,2,0,0.2752,train
85,Rowan Redford,18,M,low,2.47,4,73.9,64.3|88.3|77.5|52.4|72.8,5,70.8,24.2,4,0,0.1479,train
287,Rosalind Pemberton,21,F,high,3.55,8,71.0,68.5|61.6|51.5|59.7|38.5,5,90.1,7.0,1,0,0.3121,train
83,Dorian Sterling,21,F,medium,1.33,6,60.2,57.0|57.0|52.8|46.5|56.3|55.1|40.9|37.6|47.7|69.5|27.6,11,15.6,8.0,1,1,0.7195,train
992,Otto Lancaster,19,M,high,2.71,5,81.3,70.1|71.6|88.8|73.1|90.4|98.1|87.8|83.0|79.9|88.0|76.3|89.8|84.2|69.6,14,83.4,20.5,2,0,0.0,train
790,Ivan Farnsworth,26,NB,high,2.98,1,81.3,68.9|65.8|86.8|65.3|87.7|75.3|67.2|84.3|64.1|84.6|78.2|66.1|82.9,13,78.2,26.9,0,0,0.0,train
895,Magnus Holloway,24,NB,low,1.88,4,39.0,72.2|43.6|40.1|21.1|52.3,5,40.9,0.0,1,1,0.6955,train
399,Luna Underhill,25,F,low,2.14,2,66.1,41.1|60.5|78.8|72.4|83.2|57.6|82.3|59.2|84.2|61.8|72.8|84.3|59.2|65.4,14,74.9,13.4,0,0,0.3214,train
324,Drew Overton,24,NB,low,2.53,4,53.6,37.1|34.6|15.0|70.6|47.1|32.7|60.0|25.5,8,36.8,3.2,0,1,0.8731,train
520,Stellan Davenport,23,M,medium,3.29,2,55.6,64.5|53.6|25.8|22.8|44.8|69.3|65.3|67.2|38.7,9,70.0,4.5,0,1,0.5378,train
917,Juno Holloway,21,F,high,2.23,4,67.5,85.7|74.5|72.2|50.3|58.4|35.1|62.4|59.0|55.3,9,62.8,3.7,0,1,0.502,train
923,Luna Ellington,19,M,high,2.4,7,57.8,37.4|28.3|57.7|53.2|49.5|79.5|46.8|80.9,8,77.1,1.4,3,0,0.3832,train
6,Thalia Holloway,23,F,high,1.92,5,82.0,56.3|68.5|62.6|70.5|64.5,5,37.6,20.7,3,0,0.2915,train
732,Ezra Yarborough,20,M,high,2.8,6,86.5,79.4|78.4|87.5|87.4|68.9|80.4|65.0|56.9|66.7|69.6|45.9|83.7|29.3|100.0,14,87.8,16.5,1,0,0.1054,train
466,Silas Montgomery,18,F,high,2.31,7,65.1,95.1|21.6|60.5|89.1|65.0|74.5|64.7,7,46.7,1.2,2,0,0.2948,train
98,Nadia Eastwick,26,M,high,2.4,8,64.3,48.5|68.9|64.7|65.8|50.5|26.1|74.8|51.2|45.4|68.8|52.5|74.3|67.6|68.6|37.9,15,69.5,14.1,2,0,0.4153,train
267,Finley Waverly,25,F,medium,1.93,8,36.2,31.7|46.1|61.2|40.8|41.1|38.6|36.7|49.1,8,13.4,14.0,1,1,0.7581,train
358,Ronan Overton,23,M,low,2.39,7,76.5,68.5|48.9|71.7|76.8|66.5|81.2|45.6|70.9,8,39.9,8.3,0,0,0.2778,train
869,Lorelei Norwood,27,NB,medium,1.94,5,54.7,66.3|58.2|40.8|74.0|28.9,5,58.6,3.1,2,1,0.5146,train
799,Sawyer Kingsley,26,F,low,1.91,3,70.8,84.8|55.4|71.2|76.8|72.9|56.0|44.4|27.6|56.8|78.4,10,37.1,17.8,1,0,0.3571,train
381,Beatrix Farnsworth,19,F,low,3.22,4,77.3,69.8|66.6|87.6|50.8|78.5|85.9|80.1|100.0|61.5|83.8|67.8|87.9,12,63.6,15.2,2,0,0.1401,train
632,Riley Quarles,20,NB,high,0.87,3,46.3,37.3|35.2|51.5|62.5|43.7|48.8|47.4|45.7|29.4|62.3|50.1|51.6,12,24.9,4.1,1,1,0.7324,train
382,Magnus Garrison,28,NB,high,3.35,3,70.1,45.8|59.2|76.3|87.9|68.7|86.8|46.6|60.3|62.7|65.3,10,62.3,20.5,0,0,0.2002,train
491,Kai Overton,19,F,high,2.8,8,64.9,64.3|48.7|71.6|59.9|56.9,5,48.9,13.4,3,0,0.348,train
119,Yseult Caldwell,21,NB,high,2.3,1,63.5,39.7|62.4|33.2|62.9|52.1|57.9|31.9|36.1|58.5|35.3|56.5|29.1|62.3|31.1|57.9,15,50.8,4.4,1,1,0.6357,train
901,Jasper Hartwell,27,M,medium,1.88,7,78.1,33.8|75.8|57.9|50.0|59.8|68.3,6,70.6,13.9,2,0,0.4422,train
251,Ivan Pemberton,26,F,high,2.25,2,90.9,72.8|65.3|76.1|87.8|81.1|60.4|84.7|64.0|76.9,9,63.9,18.1,2,0,0.0348,train
524,Wren Pemberton,28,F,medium,2.22,7,82.5,67.4|88.2|68.5|70.7|84.9|61.0|52.5|70.8|77.1|48.1,10,37.0,12.0,1,1,0.4926,train
10,Kai Kensington,28,F,high,2.37,2,71.2,72.2|73.4|65.2|38.4|80.1|38.4|60.1|44.3|54.6|60.5|60.4|61.9|79.8|62.4,14,44.5,17.0,2,1,0.4856,train
197,Esme Fairchild,24,M,medium,2.32,3,91.6,79.8|61.5|84.9|62.4|58.1|58.4|43.3|76.9|42.4|51.4|38.7|68.5|67.6|64.9,14,48.6,10.6,3,0,0.129,train
604,Quentin Ingersoll,19,F,medium,2.16,5,51.6,43.7|51.8|51.6|51.8|49.2,5,52.0,7.7,1,1,0.6889,train
82,Ingrid Waverly,24,M,medium,1.84,3,37.4,54.6|93.6|69.2|57.1|53.5,5,50.6,15.4,1,0,0.4393,train
784,Magnus Iverson,21,M,high,3.33,1,55.9,68.5|49.3|58.8|66.8|46.3|45.3|79.8|69.7|66.8|66.7,10,54.3,23.1,0,1,0.5026,train
588,Finley Davenport,24,M,high,2.32,2,60.0,78.8|74.7|54.4|46.6|92.6,5,85.0,2.6,3,0,0.1375,train
798,Sawyer Abernathy,23,M,high,2.67,7,52.9,52.2|66.0|71.8|46.3|83.6|58.9|38.5|59.7|48.4|60.7|53.5|55.3|40.5,13,61.4,3.7,2,1,0.5204,train
240,Clara Thornwood,28,M,medium,1.88,6,45.9,54.5|67.4|62.2|16.9|83.1,5,49.1,5.2,2,1,0.5631,train
291,Ada Lockwood,22,NB,low,3.29,8,60.2,65.1|64.3|47.0|77.4|98.0|62.8|70.7|64.3|52.4|35.8,10,46.0,6.3,3,0,0.298,train
212,Clara Fairchild,28,F,medium,1.52,5,66.9,74.3|96.9|32.8|53.3|18.4|57.9|41.4|78.5|38.0|24.3|42.6|20.0|60.9|18.7|50.1,15,10.3,6.7,0,1,0.6339,train
718,Helena Redford,22,F,low,2.03,2,75.0,60.6|56.9|48.3|39.5|79.1|67.8|35.1|70.9,8,66.4,13.8,3,0,0.3876,train
360,Zephyr Tremaine,25,M,medium,2.76,7,82.3,72.3|85.7|76.5|56.4|100.0|72.2|67.1|83.7|73.0|75.3|100.0,11,59.4,15.5,1,0,0.1432,train
450,Ingrid Zane,23,NB,high,3.59,1,73.7,55.8|70.6|70.4|83.1|60.0|92.1|100.0|71.0|90.3|55.7,10,82.3,24.8,0,0,0.0852,train
228,Alex Fairchild,25,NB,low,2.75,8,75.6,83.7|43.9|72.5|80.2|99.6|64.6|76.6|44.7|35.9|84.4|71.7|89.5,12,45.8,21.7,4,0,0.0806,train
951,Xander Iverson,27,NB,high,1.87,8,64.5,50.7|59.2|64.4|69.9|58.2|50.3|88.7|99.6|65.6|52.1|85.5|41.7,12,51.9,10.6,2,0,0.2897,train
947,Taylor Underhill,20,F,low,2.81,4,91.1,83.3|72.0|56.2|79.6|83.3|85.9|80.2|70.9|89.9|76.0|68.0|72.3|48.8,13,67.3,24.1,5,0,0.0,train
797,Ivan Radcliffe,28,NB,low,2.33,2,75.2,63.9|68.6|50.0|49.1|75.6|60.2,6,59.0,12.0,0,0,0.3401,train
502,Persephone Merritt,21,F,medium,1.75,2,60.0,55.5|31.3|75.1|46.8|29.4|66.7|73.1|41.4|34.4|39.3|52.6,11,51.9,8.5,0,1,0.8274,train
465,Beatrix Hartwell,18,F,low,2.61,3,88.1,56.8|58.7|66.6|53.7|57.4|57.1|52.7|80.6|69.0|65.9|74.3|58.2|50.5|53.1,14,55.5,7.9,3,0,0.3219,train
363,Jamie Iverson,19,M,medium,2.33,8,77.4,67.2|84.6|63.2|77.5|100.0|71.1|62.8|72.9|56.6|97.9,10,58.2,12.6,2,0,0.3228,train
469,Ingrid Whitmore,20,F,low,2.64,4,66.2,81.5|60.3|44.0|35.6|85.2|75.6|67.6|59.7|58.4|50.2|59.8|34.5|55.3|61.6|75.5,15,59.6,20.9,0,0,0.2174,train
936,Kieran Whitmore,25,F,low,2.66,7,71.1,43.7|60.0|64.5|56.6|76.3|79.8|64.8,7,63.4,3.0,2,0,0.2245,train
429,Esme Kensington,18,F,medium,2.07,3,53.7,59.2|64.9|64.6|66.5|41.0|45.9|62.0|42.5|50.3|56.4|62.2,11,15.7,13.2,1,1,0.6146,train
8,Atlas Garrison,19,M,high,2.55,4,57.1,54.5|23.4|67.1|58.5|68.3|9.9|84.7|51.2|69.9,9,30.0,13.9,0,1,0.5419,train
156,Kendall Farnsworth,23,M,medium,2.19,1,73.1,56.4|88.1|50.2|81.5|81.5|95.6|62.0|78.8|100.0,9,53.0,7.7,4,0,0.1714,train
542,Jasper Iverson,18,NB,low,3.06,4,88.1,67.5|51.9|62.0|72.2|73.2|100.0|73.5|90.0,8,60.4,16.9,2,0,0.0676,train
441,Cameron Quarles,23,M,medium,2.49,2,67.5,66.0|17.4|77.7|46.1|67.5|68.3|44.0|67.1|51.4|26.1|74.7|45.5|44.3|51.1,14,54.0,11.6,2,0,0.446,train
483,Jamie Hartwell,20,NB,medium,2.28,4,72.1,50.8|80.6|77.5|98.1|78.7|68.9|75.0|76.8|49.9|100.0|82.8|78.2|84.2|85.6|72.9,15,60.5,23.6,4,0,0.0,train
423,Silas Radcliffe,27,M,high,2.34,3,66.9,67.8|46.0|58.1|50.6|50.1|31.8|83.6|53.2|80.9|79.5|44.2|47.2,12,95.5,25.3,2,0,0.2878,train
779,Sebastian Iverson,20,NB,high,2.67,4,73.0,86.9|58.8|67.9|48.8|56.4|38.9|58.8,7,50.5,15.8,2,0,0.3314,train
950,Ezra Hartwell,28,F,medium,2.86,6,50.6,27.2|81.2|66.2|67.7|42.4|69.6|62.7|34.8|79.9|60.9|52.6|52.9|28.3|67.5|62.5,15,48.6,20.3,2,0,0.4108,train
335,Winifred Pemberton,27,NB,low,2.13,2,49.7,28.8|70.1|43.8|32.2|48.7|52.3|25.1|56.2,8,27.6,19.6,2,1,0.5938,train
577,Oberon Iverson,26,F,high,3.06,2,72.3,58.5|61.9|63.1|64.7|31.3,5,47.1,3.7,0,0,0.4089,train
935,Zephyr Blackwood,25,NB,medium,3.44,3,57.0,50.1|65.0|48.2|66.6|45.8|84.1|61.8|47.3|47.8|48.9|77.2|37.6,12,39.3,8.3,2,0,0.46,train
568,Persephone Gillingham,26,NB,low,2.32,1,86.3,69.3|74.3|56.4|73.5|64.7|59.6|82.1|48.0|79.6|81.3|57.9|58.8|67.7|75.3|68.8,15,72.1,28.8,1,0,0.098,train
595,Milo Montgomery,21,F,medium,1.3,3,58.6,79.9|35.7|39.2|40.0|52.6|34.7|56.9|63.3|58.6|24.1|65.6|64.7|63.1|56.2|53.9,15,58.1,20.6,0,1,0.6094,train
531,Winifred Montgomery,25,NB,medium,2.06,5,51.1,68.1|68.5|57.1|64.8|54.0|58.1|72.1,7,56.4,9.8,2,1,0.5096,train
582,Ezra Ingersoll,27,M,high,3.0,3,86.5,50.3|60.0|76.5|71.9|88.1|71.5,6,86.6,18.8,3,0,0.2462,train
708,Juno Crawford,24,F,high,2.25,4,56.4,30.9|30.8|63.2|53.2|44.7,5,41.6,5.6,1,1,0.7887,train
449,Atlas Kensington,26,M,low,3.89,1,93.8,66.3|71.9|86.5|63.9|56.3|79.2|67.3|68.9|53.6|40.4|69.7,11,73.6,14.7,0,0,0.2215,train
454,Leo Waverly,27,M,medium,2.89,3,55.2,62.1|68.7|42.3|49.2|40.7|43.6|36.6|42.5,8,69.9,5.9,1,0,0.476,train
